date,year,severity_label,road_type_label,area_label,hour
2020-12-09 04:05:58.595859584,2020,Slight,Dual carriageway,Urban,11
2020-12-09 08:28:48.172817280,2020,Serious,Single carriageway,Urban,7
2020-12-09 12:51:37.749774976,2020,Slight,Single carriageway,Urban,17
2020-12-09 17:14:27.326732672,2020,Slight,Single carriageway,Urban,17
2020-12-09 21:37:16.903690368,2020,Fatal,Single carriageway,Rural,2
2020-12-10 02:00:06.480648064,2020,Slight,Single carriageway,Urban,1
2020-12-10 06:22:56.057605760,2020,Fatal,One way street,Urban,18
2020-12-10 10:45:45.634563456,2020,Serious,Roundabout,Urban,3
2020-12-10 15:08:35.211521152,2020,Serious,Dual carriageway,Rural,11
2020-12-10 19:31:24.788478848,2020,Slight,Single carriageway,Urban,11
2020-12-10 23:54:14.365436544,2020,Slight,One way street,Urban,10
2020-12-11 04:17:03.942394240,2020,Slight,Roundabout,Urban,11
2020-12-11 08:39:53.519351936,2020,Slight,Roundabout,Urban,22
2020-12-11 13:02:43.096309632,2020,Slight,Single carriageway,Urban,12
2020-12-11 17:25:32.673267328,2020,Serious,Single carriageway,Urban,20
2020-12-11 21:48:22.250225024,2020,Slight,Dual carriageway,Urban,11
2020-12-12 02:11:11.827182720,2020,Slight,Single carriageway,Rural,11
2020-12-12 06:34:01.404140416,2020,Slight,Single carriageway,Rural,15
2020-12-12 10:56:50.981098112,2020,Slight,Single carriageway,Urban,5
2020-12-12 15:19:40.558055808,2020,Slight,Single carriageway,Urban,22
2020-12-12 19:42:30.135013504,2020,Slight,Single carriageway,Urban,22
2020-12-13 00:05:19.711971200,2020,Serious,Dual carriageway,Urban,4
2020-12-13 04:28:09.288928896,2020,Slight,Dual carriageway,Urban,3
2020-12-13 08:50:58.865886592,2020,Slight,Single carriageway,Rural,8
2020-12-13 13:13:48.442844288,2020,Slight,Single carriageway,Rural,4
2020-12-13 17:36:38.019801984,2020,Slight,One way street,Urban,1
2020-12-13 21:59:27.596759672,2020,Serious,Single carriageway,Rural,19
2020-12-14 02:22:17.173717368,2020,Serious,Single carriageway,Rural,4
2020-12-14 06:45:06.750675064,2020,Slight,Single carriageway,Urban,8
2020-12-14 11:07:56.327632760,2020,Serious,Single carriageway,Rural,23
2020-12-14 15:30:45.904590456,2020,Slight,Dual carriageway,Rural,9
2020-12-14 19:53:35.481548152,2020,Slight,Single carriageway,Rural,0
2020-12-15 00:16:25.058505848,2020,Serious,Roundabout,Rural,5
2020-12-15 04:39:14.635463544,2020,Slight,Single carriageway,Urban,5
2020-12-15 09:02:04.212421240,2020,Slight,One way street,Urban,13
2020-12-15 13:24:53.789378936,2020,Slight,Dual carriageway,Rural,10
2020-12-15 17:47:43.366336632,2020,Slight,Single carriageway,Urban,1
2020-12-15 22:10:32.943294328,2020,Slight,Single carriageway,Urban,7
2020-12-16 02:33:22.520252024,2020,Slight,Single carriageway,Urban,11
2020-12-16 06:56:12.097209720,2020,Slight,One way street,Urban,13
2020-12-16 11:19:01.674167416,2020,Slight,Dual carriageway,Urban,10
2020-12-16 15:41:51.251125112,2020,Serious,Single carriageway,Rural,23
2020-12-16 20:04:40.828082808,2020,Slight,Single carriageway,Urban,11
2020-12-17 00:27:30.405040504,2020,Serious,One way street,Urban,16
2020-12-17 04:50:19.981998200,2020,Slight,Dual carriageway,Urban,13
2020-12-17 09:13:09.558955896,2020,Slight,Single carriageway,Urban,9
2020-12-17 13:35:59.135913592,2020,Slight,Single carriageway,Rural,0
2020-12-17 17:58:48.712871288,2020,Serious,Single carriageway,Rural,16
2020-12-17 22:21:38.289828984,2020,Slight,Dual carriageway,Rural,20
2020-12-18 02:44:27.866786680,2020,Serious,Single carriageway,Urban,20
2020-12-18 07:07:17.443744376,2020,Slight,Roundabout,Rural,19
2020-12-18 11:30:07.020702072,2020,Slight,Single carriageway,Urban,5
2020-12-18 15:52:56.597659768,2020,Slight,Single carriageway,Urban,10
2020-12-18 20:15:46.174617464,2020,Slight,Single carriageway,Rural,17
2020-12-19 00:38:35.751575160,2020,Slight,Dual carriageway,Urban,17
2020-12-19 05:01:25.328532856,2020,Slight,Single carriageway,Urban,14
2020-12-19 09:24:14.905490552,2020,Slight,Roundabout,Rural,1
2020-12-19 13:47:04.482448248,2020,Slight,Single carriageway,Urban,17
2020-12-19 18:09:54.059405944,2020,Slight,Dual carriageway,Rural,13
2020-12-19 22:32:43.636363640,2020,Slight,Roundabout,Urban,2
2020-12-20 02:55:33.213321328,2020,Slight,Dual carriageway,Urban,12
2020-12-20 07:18:22.790279024,2020,Slight,Single carriageway,Rural,17
2020-12-20 11:41:12.367236720,2020,Slight,Dual carriageway,Urban,22
2020-12-20 16:04:01.944194416,2020,Slight,Single carriageway,Urban,18
2020-12-20 20:26:51.521152112,2020,Slight,Single carriageway,Urban,6
2020-12-21 00:49:41.098109808,2020,Serious,Dual carriageway,Urban,16
2020-12-21 05:12:30.675067504,2020,Slight,Roundabout,Urban,16
2020-12-21 09:35:20.252025200,2020,Slight,Single carriageway,Rural,4
2020-12-21 13:58:09.828982896,2020,Serious,One way street,Urban,19
2020-12-21 18:20:59.405940592,2020,Slight,Single carriageway,Urban,3
2020-12-21 22:43:48.982898288,2020,Slight,One way street,Urban,18
2020-12-22 03:06:38.559855984,2020,Fatal,Dual carriageway,Urban,17
2020-12-22 07:29:28.136813680,2020,Serious,One way street,Urban,23
2020-12-22 11:52:17.713771376,2020,Slight,Roundabout,Rural,15
2020-12-22 16:15:07.290729072,2020,Slight,One way street,Urban,1
2020-12-22 20:37:56.867686768,2020,Slight,Dual carriageway,Urban,23
2020-12-23 01:00:46.444644464,2020,Fatal,Single carriageway,Urban,9
2020-12-23 05:23:36.021602160,2020,Serious,Single carriageway,Urban,10
2020-12-23 09:46:25.598559856,2020,Slight,Dual carriageway,Urban,20
2020-12-23 14:09:15.175517552,2020,Slight,Single carriageway,Urban,5
2020-12-23 18:32:04.752475248,2020,Slight,One way street,Urban,15
2020-12-23 22:54:54.329432944,2020,Slight,Single carriageway,Urban,18
2020-12-24 03:17:43.906390640,2020,Slight,Roundabout,Urban,12
2020-12-24 07:40:33.483348336,2020,Slight,Single carriageway,Rural,17
2020-12-24 12:03:23.060306032,2020,Slight,Roundabout,Urban,17
2020-12-24 16:26:12.637263728,2020,Slight,One way street,Rural,12
2020-12-24 20:49:02.214221424,2020,Slight,Single carriageway,Urban,2
2020-12-25 01:11:51.791179120,2020,Slight,Dual carriageway,Urban,17
2020-12-25 05:34:41.368136816,2020,Slight,Single carriageway,Urban,18
2020-12-25 09:57:30.945094512,2020,Slight,Roundabout,Urban,7
2020-12-25 14:20:20.522052208,2020,Fatal,Roundabout,Rural,19
2020-12-25 18:43:10.099009904,2020,Slight,Single carriageway,Urban,5
2020-12-25 23:05:59.675967600,2020,Slight,Single carriageway,Urban,4
2020-12-26 03:28:49.252925296,2020,Slight,Single carriageway,Urban,3
2020-12-26 07:51:38.829882992,2020,Slight,Single carriageway,Rural,13
2020-12-26 12:14:28.406840680,2020,Slight,Roundabout,Urban,6
2020-12-26 16:37:17.983798376,2020,Slight,Single carriageway,Rural,16
2020-12-26 21:00:07.560756072,2020,Slight,One way street,Urban,15
2020-12-27 01:22:57.137713768,2020,Slight,One way street,Urban,10
2020-12-27 05:45:46.714671464,2020,Slight,One way street,Rural,6
2020-12-27 10:08:36.291629160,2020,Slight,Single carriageway,Urban,21
2020-12-27 14:31:25.868586856,2020,Slight,Single carriageway,Urban,21
2020-12-27 18:54:15.445544552,2020,Slight,Roundabout,Urban,8
2020-12-27 23:17:05.022502248,2020,Slight,Dual carriageway,Rural,5
2020-12-28 03:39:54.599459944,2020,Slight,One way street,Rural,19
2020-12-28 08:02:44.176417640,2020,Slight,Single carriageway,Urban,16
2020-12-28 12:25:33.753375336,2020,Slight,Single carriageway,Rural,10
2020-12-28 16:48:23.330333032,2020,Slight,One way street,Urban,12
2020-12-28 21:11:12.907290728,2020,Fatal,Roundabout,Urban,17
2020-12-29 01:34:02.484248424,2020,Fatal,Single carriageway,Rural,5
2020-12-29 05:56:52.061206120,2020,Fatal,Dual carriageway,Rural,23
2020-12-29 10:19:41.638163816,2020,Slight,Single carriageway,Urban,13
2020-12-29 14:42:31.215121512,2020,Slight,Single carriageway,Rural,3
2020-12-29 19:05:20.792079208,2020,Slight,Single carriageway,Urban,22
2020-12-29 23:28:10.369036904,2020,Slight,Single carriageway,Rural,23
2020-12-30 03:50:59.945994600,2020,Slight,Single carriageway,Urban,22
2020-12-30 08:13:49.522952296,2020,Slight,Single carriageway,Urban,16
2020-12-30 12:36:39.099909992,2020,Slight,Single carriageway,Rural,6
2020-12-30 16:59:28.676867688,2020,Slight,Single carriageway,Urban,12
2020-12-30 21:22:18.253825384,2020,Slight,Single carriageway,Urban,12
2020-12-31 01:45:07.830783080,2020,Slight,Single carriageway,Rural,12
2020-12-31 06:07:57.407740776,2020,Slight,Dual carriageway,Urban,3
2020-12-31 10:30:46.984698472,2020,Serious,Dual carriageway,Urban,7
2020-12-31 14:53:36.561656168,2020,Slight,Single carriageway,Urban,11
2020-12-31 19:16:26.138613864,2020,Slight,Single carriageway,Urban,12
2020-12-31 23:39:15.715571560,2020,Slight,Roundabout,Urban,7
2021-01-01 04:02:05.292529256,2021,Slight,Roundabout,Urban,17
2021-01-01 08:24:54.869486952,2021,Slight,One way street,Rural,22
2021-01-01 12:47:44.446444648,2021,Slight,One way street,Urban,11
2021-01-01 17:10:34.023402344,2021,Slight,Dual carriageway,Rural,15
2021-01-01 21:33:23.600360032,2021,Slight,Roundabout,Rural,4
2021-01-02 01:56:13.177317728,2021,Slight,Single carriageway,Urban,4
2021-01-02 06:19:02.754275424,2021,Serious,Dual carriageway,Rural,1
2021-01-02 10:41:52.331233120,2021,Slight,One way street,Urban,23
2021-01-02 15:04:41.908190816,2021,Slight,Dual carriageway,Urban,7
2021-01-02 19:27:31.485148512,2021,Slight,Single carriageway,Rural,16
2021-01-02 23:50:21.062106208,2021,Slight,Single carriageway,Rural,14
2021-01-03 04:13:10.639063904,2021,Slight,Single carriageway,Urban,3
2021-01-03 08:36:00.216021600,2021,Slight,Single carriageway,Urban,3
2021-01-03 12:58:49.792979296,2021,Slight,Roundabout,Urban,19
2021-01-03 17:21:39.369936992,2021,Slight,Dual carriageway,Rural,19
2021-01-03 21:44:28.946894688,2021,Slight,Single carriageway,Urban,13
2021-01-04 02:07:18.523852384,2021,Slight,Dual carriageway,Urban,8
2021-01-04 06:30:08.100810080,2021,Serious,Single carriageway,Urban,9
2021-01-04 10:52:57.677767776,2021,Serious,Single carriageway,Urban,18
2021-01-04 15:15:47.254725472,2021,Serious,Single carriageway,Urban,4
2021-01-04 19:38:36.831683168,2021,Slight,Single carriageway,Urban,2
2021-01-05 00:01:26.408640864,2021,Slight,Dual carriageway,Urban,6
2021-01-05 04:24:15.985598560,2021,Slight,Dual carriageway,Urban,4
2021-01-05 08:47:05.562556256,2021,Serious,Dual carriageway,Urban,4
2021-01-05 13:09:55.139513952,2021,Slight,Single carriageway,Urban,11
2021-01-05 17:32:44.716471648,2021,Slight,Dual carriageway,Urban,19
2021-01-05 21:55:34.293429344,2021,Slight,Single carriageway,Rural,16
2021-01-06 02:18:23.870387040,2021,Slight,Single carriageway,Urban,6
2021-01-06 06:41:13.447344736,2021,Slight,Single carriageway,Urban,10
2021-01-06 11:04:03.024302432,2021,Slight,Dual carriageway,Urban,11
2021-01-06 15:26:52.601260128,2021,Slight,One way street,Urban,9
2021-01-06 19:49:42.178217824,2021,Serious,Single carriageway,Rural,23
2021-01-07 00:12:31.755175520,2021,Slight,Roundabout,Rural,22
2021-01-07 04:35:21.332133216,2021,Serious,Single carriageway,Urban,23
2021-01-07 08:58:10.909090912,2021,Slight,Single carriageway,Urban,10
2021-01-07 13:21:00.486048608,2021,Serious,Roundabout,Urban,18
2021-01-07 17:43:50.063006304,2021,Slight,Dual carriageway,Rural,17
2021-01-07 22:06:39.639964000,2021,Serious,Roundabout,Urban,19
2021-01-08 02:29:29.216921688,2021,Slight,Roundabout,Rural,3
2021-01-08 06:52:18.793879384,2021,Slight,Single carriageway,Urban,22
2021-01-08 11:15:08.370837080,2021,Slight,One way street,Rural,22
2021-01-08 15:37:57.947794776,2021,Slight,One way street,Urban,19
2021-01-08 20:00:47.524752472,2021,Slight,Single carriageway,Urban,13
2021-01-09 00:23:37.101710168,2021,Slight,Single carriageway,Urban,10
2021-01-09 04:46:26.678667864,2021,Serious,Single carriageway,Urban,5
2021-01-09 09:09:16.255625560,2021,Slight,Roundabout,Rural,1
2021-01-09 13:32:05.832583256,2021,Slight,One way street,Urban,23
2021-01-09 17:54:55.409540952,2021,Slight,Roundabout,Urban,5
2021-01-09 22:17:44.986498648,2021,Serious,Single carriageway,Rural,8
2021-01-10 02:40:34.563456344,2021,Serious,Single carriageway,Urban,10
2021-01-10 07:03:24.140414040,2021,Slight,Single carriageway,Urban,16
2021-01-10 11:26:13.717371736,2021,Fatal,Single carriageway,Urban,6
2021-01-10 15:49:03.294329432,2021,Slight,Single carriageway,Urban,5
2021-01-10 20:11:52.871287128,2021,Serious,Single carriageway,Rural,7
2021-01-11 00:34:42.448244824,2021,Fatal,Single carriageway,Urban,7
2021-01-11 04:57:32.025202520,2021,Slight,Single carriageway,Rural,1
2021-01-11 09:20:21.602160216,2021,Slight,Dual carriageway,Urban,9
2021-01-11 13:43:11.179117912,2021,Slight,Single carriageway,Urban,13
2021-01-11 18:06:00.756075608,2021,Slight,Single carriageway,Rural,10
2021-01-11 22:28:50.333033304,2021,Serious,Single carriageway,Rural,8
2021-01-12 02:51:39.909991000,2021,Slight,One way street,Urban,22
2021-01-12 07:14:29.486948696,2021,Slight,Dual carriageway,Urban,6
2021-01-12 11:37:19.063906392,2021,Serious,Dual carriageway,Urban,20
2021-01-12 16:00:08.640864088,2021,Slight,Dual carriageway,Rural,14
2021-01-12 20:22:58.217821784,2021,Slight,Dual carriageway,Urban,15
2021-01-13 00:45:47.794779480,2021,Slight,Dual carriageway,Urban,6
2021-01-13 05:08:37.371737176,2021,Slight,Single carriageway,Urban,23
2021-01-13 09:31:26.948694872,2021,Slight,Single carriageway,Rural,11
2021-01-13 13:54:16.525652568,2021,Slight,Single carriageway,Urban,12
2021-01-13 18:17:06.102610264,2021,Slight,Single carriageway,Urban,5
2021-01-13 22:39:55.679567960,2021,Slight,Single carriageway,Rural,11
2021-01-14 03:02:45.256525656,2021,Slight,Single carriageway,Urban,16
2021-01-14 07:25:34.833483352,2021,Slight,Single carriageway,Urban,22
2021-01-14 11:48:24.410441040,2021,Slight,Single carriageway,Urban,20
2021-01-14 16:11:13.987398736,2021,Slight,Single carriageway,Urban,3
2021-01-14 20:34:03.564356432,2021,Slight,Single carriageway,Rural,1
2021-01-15 00:56:53.141314128,2021,Slight,Single carriageway,Urban,22
2021-01-15 05:19:42.718271824,2021,Slight,Single carriageway,Urban,19
2021-01-15 09:42:32.295229520,2021,Slight,Dual carriageway,Urban,3
2021-01-15 14:05:21.872187216,2021,Serious,Single carriageway,Urban,20
2021-01-15 18:28:11.449144912,2021,Slight,Single carriageway,Urban,18
2021-01-15 22:51:01.026102608,2021,Slight,Single carriageway,Rural,23
2021-01-16 03:13:50.603060304,2021,Slight,Single carriageway,Urban,3
2021-01-16 07:36:40.180018000,2021,Slight,Single carriageway,Urban,19
2021-01-16 11:59:29.756975696,2021,Slight,Single carriageway,Urban,8
2021-01-16 16:22:19.333933392,2021,Serious,Single carriageway,Rural,13
2021-01-16 20:45:08.910891088,2021,Serious,One way street,Rural,6
2021-01-17 01:07:58.487848784,2021,Slight,Dual carriageway,Urban,1
2021-01-17 05:30:48.064806480,2021,Slight,Single carriageway,Urban,16
2021-01-17 09:53:37.641764176,2021,Slight,Single carriageway,Rural,1
2021-01-17 14:16:27.218721872,2021,Slight,Dual carriageway,Rural,11
2021-01-17 18:39:16.795679568,2021,Slight,Single carriageway,Urban,4
2021-01-17 23:02:06.372637264,2021,Slight,One way street,Rural,22
2021-01-18 03:24:55.949594960,2021,Serious,Single carriageway,Rural,10
2021-01-18 07:47:45.526552656,2021,Slight,Single carriageway,Urban,4
2021-01-18 12:10:35.103510352,2021,Slight,Single carriageway,Urban,22
2021-01-18 16:33:24.680468048,2021,Slight,One way street,Urban,16
2021-01-18 20:56:14.257425744,2021,Slight,One way street,Urban,4
2021-01-19 01:19:03.834383440,2021,Serious,Roundabout,Rural,8
2021-01-19 05:41:53.411341136,2021,Slight,Single carriageway,Urban,12
2021-01-19 10:04:42.988298832,2021,Slight,Dual carriageway,Urban,18
2021-01-19 14:27:32.565256528,2021,Slight,Single carriageway,Urban,23
2021-01-19 18:50:22.142214224,2021,Serious,Single carriageway,Rural,20
2021-01-19 23:13:11.719171920,2021,Slight,Dual carriageway,Urban,0
2021-01-20 03:36:01.296129616,2021,Slight,One way street,Urban,11
2021-01-20 07:58:50.873087312,2021,Serious,Single carriageway,Urban,1
2021-01-20 12:21:40.450045008,2021,Serious,Single carriageway,Rural,7
2021-01-20 16:44:30.027002704,2021,Slight,Single carriageway,Urban,6
2021-01-20 21:07:19.603960392,2021,Serious,Single carriageway,Urban,6
2021-01-21 01:30:09.180918088,2021,Slight,Single carriageway,Rural,5
2021-01-21 05:52:58.757875784,2021,Slight,Roundabout,Urban,9
2021-01-21 10:15:48.334833480,2021,Serious,Single carriageway,Rural,11
2021-01-21 14:38:37.911791176,2021,Slight,Dual carriageway,Urban,22
2021-01-21 19:01:27.488748872,2021,Slight,Single carriageway,Rural,10
2021-01-21 23:24:17.065706568,2021,Fatal,Single carriageway,Urban,0
2021-01-22 03:47:06.642664264,2021,Serious,Single carriageway,Urban,14
2021-01-22 08:09:56.219621960,2021,Serious,Single carriageway,Urban,7
2021-01-22 12:32:45.796579656,2021,Slight,Single carriageway,Rural,3
2021-01-22 16:55:35.373537352,2021,Fatal,Dual carriageway,Rural,16
2021-01-22 21:18:24.950495048,2021,Slight,One way street,Urban,16
2021-01-23 01:41:14.527452744,2021,Slight,Single carriageway,Urban,8
2021-01-23 06:04:04.104410440,2021,Slight,Single carriageway,Urban,5
2021-01-23 10:26:53.681368136,2021,Serious,One way street,Urban,11
2021-01-23 14:49:43.258325832,2021,Serious,Single carriageway,Urban,10
2021-01-23 19:12:32.835283528,2021,Slight,Roundabout,Rural,23
2021-01-23 23:35:22.412241224,2021,Slight,One way street,Urban,0
2021-01-24 03:58:11.989198920,2021,Slight,Roundabout,Rural,4
2021-01-24 08:21:01.566156616,2021,Slight,Single carriageway,Urban,19
2021-01-24 12:43:51.143114312,2021,Slight,Dual carriageway,Rural,22
2021-01-24 17:06:40.720072008,2021,Slight,Single carriageway,Urban,15
2021-01-24 21:29:30.297029704,2021,Slight,Single carriageway,Urban,7
2021-01-25 01:52:19.873987400,2021,Serious,One way street,Rural,5
2021-01-25 06:15:09.450945096,2021,Slight,Single carriageway,Urban,20
2021-01-25 10:37:59.027902792,2021,Serious,Dual carriageway,Rural,14
2021-01-25 15:00:48.604860488,2021,Slight,Single carriageway,Rural,9
2021-01-25 19:23:38.181818184,2021,Slight,Single carriageway,Rural,10
2021-01-25 23:46:27.758775880,2021,Slight,Dual carriageway,Rural,3
2021-01-26 04:09:17.335733576,2021,Slight,Dual carriageway,Urban,19
2021-01-26 08:32:06.912691272,2021,Slight,Single carriageway,Urban,1
2021-01-26 12:54:56.489648968,2021,Slight,Roundabout,Rural,23
2021-01-26 17:17:46.066606664,2021,Slight,Single carriageway,Urban,4
2021-01-26 21:40:35.643564360,2021,Slight,One way street,Urban,2
2021-01-27 02:03:25.220522056,2021,Slight,Dual carriageway,Urban,1
2021-01-27 06:26:14.797479744,2021,Slight,Roundabout,Urban,11
2021-01-27 10:49:04.374437440,2021,Slight,Single carriageway,Urban,1
2021-01-27 15:11:53.951395136,2021,Slight,Single carriageway,Urban,6
2021-01-27 19:34:43.528352832,2021,Slight,One way street,Rural,19
2021-01-27 23:57:33.105310528,2021,Slight,Single carriageway,Rural,17
2021-01-28 04:20:22.682268224,2021,Slight,Single carriageway,Urban,8
2021-01-28 08:43:12.259225920,2021,Slight,Dual carriageway,Urban,0
2021-01-28 13:06:01.836183616,2021,Serious,Dual carriageway,Rural,3
2021-01-28 17:28:51.413141312,2021,Slight,Roundabout,Urban,13
2021-01-28 21:51:40.990099008,2021,Slight,Dual carriageway,Urban,11
2021-01-29 02:14:30.567056704,2021,Slight,One way street,Rural,20
2021-01-29 06:37:20.144014400,2021,Slight,Single carriageway,Urban,11
2021-01-29 11:00:09.720972096,2021,Slight,Dual carriageway,Urban,9
2021-01-29 15:22:59.297929792,2021,Serious,Roundabout,Urban,15
2021-01-29 19:45:48.874887488,2021,Slight,Dual carriageway,Urban,20
2021-01-30 00:08:38.451845184,2021,Slight,Single carriageway,Urban,19
2021-01-30 04:31:28.028802880,2021,Slight,Single carriageway,Urban,3
2021-01-30 08:54:17.605760576,2021,Slight,Single carriageway,Rural,10
2021-01-30 13:17:07.182718272,2021,Slight,Dual carriageway,Rural,22
2021-01-30 17:39:56.759675968,2021,Slight,Single carriageway,Urban,19
2021-01-30 22:02:46.336633664,2021,Slight,Dual carriageway,Urban,18
2021-01-31 02:25:35.913591360,2021,Fatal,Roundabout,Urban,2
2021-01-31 06:48:25.490549056,2021,Slight,Single carriageway,Urban,9
2021-01-31 11:11:15.067506752,2021,Fatal,Dual carriageway,Urban,19
2021-01-31 15:34:04.644464448,2021,Slight,Single carriageway,Urban,3
2021-01-31 19:56:54.221422144,2021,Serious,Single carriageway,Urban,17
2021-02-01 00:19:43.798379840,2021,Slight,Single carriageway,Urban,12
2021-02-01 04:42:33.375337536,2021,Slight,Single carriageway,Urban,17
2021-02-01 09:05:22.952295232,2021,Fatal,Roundabout,Urban,16
2021-02-01 13:28:12.529252928,2021,Slight,Single carriageway,Rural,2
2021-02-01 17:51:02.106210624,2021,Serious,Single carriageway,Urban,3
2021-02-01 22:13:51.683168320,2021,Slight,Single carriageway,Rural,8
2021-02-02 02:36:41.260126016,2021,Slight,Roundabout,Urban,22
2021-02-02 06:59:30.837083712,2021,Slight,Single carriageway,Urban,22
2021-02-02 11:22:20.414041400,2021,Slight,Single carriageway,Rural,18
2021-02-02 15:45:09.990999096,2021,Serious,One way street,Urban,5
2021-02-02 20:07:59.567956792,2021,Serious,Single carriageway,Urban,22
2021-02-03 00:30:49.144914488,2021,Slight,Single carriageway,Rural,17
2021-02-03 04:53:38.721872184,2021,Slight,Single carriageway,Urban,7
2021-02-03 09:16:28.298829880,2021,Slight,Dual carriageway,Rural,17
2021-02-03 13:39:17.875787576,2021,Slight,Roundabout,Urban,10
2021-02-03 18:02:07.452745272,2021,Slight,Single carriageway,Rural,11
2021-02-03 22:24:57.029702968,2021,Slight,Dual carriageway,Urban,5
2021-02-04 02:47:46.606660664,2021,Slight,Dual carriageway,Urban,15
2021-02-04 07:10:36.183618360,2021,Serious,Roundabout,Rural,6
2021-02-04 11:33:25.760576056,2021,Slight,One way street,Urban,22
2021-02-04 15:56:15.337533752,2021,Slight,Dual carriageway,Rural,3
2021-02-04 20:19:04.914491448,2021,Slight,Single carriageway,Rural,6
2021-02-05 00:41:54.491449144,2021,Serious,Single carriageway,Rural,3
2021-02-05 05:04:44.068406840,2021,Slight,One way street,Urban,5
2021-02-05 09:27:33.645364536,2021,Slight,Single carriageway,Urban,16
2021-02-05 13:50:23.222322232,2021,Slight,Single carriageway,Rural,22
2021-02-05 18:13:12.799279928,2021,Serious,One way street,Urban,3
2021-02-05 22:36:02.376237624,2021,Slight,Roundabout,Urban,5
2021-02-06 02:58:51.953195320,2021,Slight,Dual carriageway,Urban,3
2021-02-06 07:21:41.530153016,2021,Slight,Roundabout,Urban,19
2021-02-06 11:44:31.107110712,2021,Serious,Single carriageway,Rural,12
2021-02-06 16:07:20.684068408,2021,Slight,Dual carriageway,Urban,8
2021-02-06 20:30:10.261026104,2021,Slight,One way street,Rural,16
2021-02-07 00:52:59.837983800,2021,Slight,Single carriageway,Urban,2
2021-02-07 05:15:49.414941496,2021,Slight,Single carriageway,Urban,18
2021-02-07 09:38:38.991899192,2021,Slight,Dual carriageway,Urban,2
2021-02-07 14:01:28.568856888,2021,Slight,Single carriageway,Rural,13
2021-02-07 18:24:18.145814584,2021,Slight,Single carriageway,Urban,0
2021-02-07 22:47:07.722772280,2021,Slight,Single carriageway,Urban,4
2021-02-08 03:09:57.299729976,2021,Slight,Single carriageway,Urban,14
2021-02-08 07:32:46.876687672,2021,Slight,Single carriageway,Urban,13
2021-02-08 11:55:36.453645368,2021,Slight,Roundabout,Urban,10
2021-02-08 16:18:26.030603064,2021,Slight,Dual carriageway,Urban,15
2021-02-08 20:41:15.607560752,2021,Fatal,Dual carriageway,Urban,20
2021-02-09 01:04:05.184518448,2021,Slight,Single carriageway,Urban,6
2021-02-09 05:26:54.761476144,2021,Slight,Single carriageway,Urban,23
2021-02-09 09:49:44.338433840,2021,Slight,Single carriageway,Rural,3
2021-02-09 14:12:33.915391536,2021,Slight,Roundabout,Rural,23
2021-02-09 18:35:23.492349232,2021,Slight,One way street,Rural,22
2021-02-09 22:58:13.069306928,2021,Slight,Single carriageway,Rural,10
2021-02-10 03:21:02.646264624,2021,Serious,One way street,Urban,2
2021-02-10 07:43:52.223222320,2021,Slight,Single carriageway,Urban,9
2021-02-10 12:06:41.800180016,2021,Slight,Single carriageway,Urban,6
2021-02-10 16:29:31.377137712,2021,Slight,Dual carriageway,Urban,13
2021-02-10 20:52:20.954095408,2021,Slight,Single carriageway,Rural,5
2021-02-11 01:15:10.531053104,2021,Fatal,One way street,Urban,1
2021-02-11 05:38:00.108010800,2021,Slight,Single carriageway,Urban,21
2021-02-11 10:00:49.684968496,2021,Slight,Dual carriageway,Urban,20
2021-02-11 14:23:39.261926192,2021,Serious,Single carriageway,Urban,12
2021-02-11 18:46:28.838883888,2021,Slight,Single carriageway,Urban,20
2021-02-11 23:09:18.415841584,2021,Slight,Single carriageway,Urban,22
2021-02-12 03:32:07.992799280,2021,Slight,One way street,Urban,22
2021-02-12 07:54:57.569756976,2021,Serious,Single carriageway,Rural,19
2021-02-12 12:17:47.146714672,2021,Slight,Dual carriageway,Rural,1
2021-02-12 16:40:36.723672368,2021,Slight,Single carriageway,Urban,18
2021-02-12 21:03:26.300630064,2021,Serious,Single carriageway,Rural,22
2021-02-13 01:26:15.877587760,2021,Serious,Single carriageway,Urban,4
2021-02-13 05:49:05.454545456,2021,Slight,Roundabout,Urban,1
2021-02-13 10:11:55.031503152,2021,Slight,Single carriageway,Urban,8
2021-02-13 14:34:44.608460848,2021,Slight,Single carriageway,Urban,19
2021-02-13 18:57:34.185418544,2021,Slight,Dual carriageway,Urban,19
2021-02-13 23:20:23.762376240,2021,Serious,Single carriageway,Urban,14
2021-02-14 03:43:13.339333936,2021,Slight,Single carriageway,Rural,23
2021-02-14 08:06:02.916291632,2021,Slight,Single carriageway,Urban,3
2021-02-14 12:28:52.493249328,2021,Serious,Single carriageway,Urban,21
2021-02-14 16:51:42.070207024,2021,Slight,Dual carriageway,Urban,20
2021-02-14 21:14:31.647164720,2021,Slight,Single carriageway,Rural,22
2021-02-15 01:37:21.224122416,2021,Slight,Dual carriageway,Urban,7
2021-02-15 06:00:10.801080104,2021,Slight,Single carriageway,Urban,15
2021-02-15 10:23:00.378037800,2021,Serious,One way street,Urban,6
2021-02-15 14:45:49.954995496,2021,Slight,One way street,Urban,11
2021-02-15 19:08:39.531953192,2021,Slight,Single carriageway,Urban,23
2021-02-15 23:31:29.108910888,2021,Slight,Single carriageway,Rural,12
2021-02-16 03:54:18.685868584,2021,Fatal,Single carriageway,Urban,18
2021-02-16 08:17:08.262826280,2021,Slight,Roundabout,Urban,11
